Year,Season,Climate,City,Country,Age,Sex,thermal_preference,thermal_comfort,SET,air_temp_c,air_temp_f,operative_temp_c,air_velocity_ms,air_velocity_fpm
2000,Summer,Humid subtropical,Tokyo,Japan,15,Female,warmer,5,NA,24.2,75.6,NA,0.06,11.81
2000,Summer,Humid subtropical,Tokyo,Japan,15,Female,no change,5,NA,24.2,75.6,NA,0.06,11.81
2000,Summer,Humid subtropical,Tokyo,Japan,15,Male,no change,6,NA,24.2,75.6,NA,0.06,11.81
2000,Summer,Humid subtropical,Tokyo,Japan,14,Female,no change,4,NA,24.2,75.6,NA,0.06,11.81
2000,Summer,Humid subtropical,Tokyo,Japan,15,Male,no change,6,NA,24.2,75.6,NA,0.06,11.81
2000,Summer,Humid subtropical,Tokyo,Japan,14,Female,no change,1,NA,24.2,75.6,NA,0.06,11.81
2000,Summer,Humid subtropical,Tokyo,Japan,15,Male,no change,5,NA,24.2,75.6,NA,0.06,11.81
2000,Summer,Humid subtropical,Tokyo,Japan,15,Female,no change,4,NA,24.2,75.6,NA,0.06,11.81
2000,Summer,Humid subtropical,Tokyo,Japan,14,Female,cooler,3,NA,24.2,75.6,NA,0.06,11.81
2000,Summer,Humid subtropical,Tokyo,Japan,13,Male,no change,5,NA,24.2,75.6,NA,0.06,11.81
2000,Summer,Humid subtropical,Tokyo,Japan,14,Female,no change,5,NA,24.2,75.6,NA,0.06,11.81
2000,Summer,Humid subtropical,Tokyo,Japan,15,Female,no change,5,NA,24.2,75.6,NA,0.06,11.81
2000,Summer,Humid subtropical,Tokyo,Japan,15,Female,no change,4,NA,24.2,75.6,NA,0.06,11.81
2000,Summer,Humid subtropical,Tokyo,Japan,15,Female,no change,5,NA,24.2,75.6,NA,0.06,11.81
2000,Summer,Humid subtropical,Tokyo,Japan,15,Female,cooler,4,NA,24.2,75.6,NA,0.06,11.81
2000,Summer,Humid subtropical,Tokyo,Japan,15,Female,no change,5,NA,24.2,75.6,NA,0.06,11.81
2000,Summer,Humid subtropical,Tokyo,Japan,15,Male,no change,4,NA,24.2,75.6,NA,0.06,11.81
2000,Summer,Humid subtropical,Tokyo,Japan,14,Male,warmer,4,NA,24.2,75.6,NA,0.06,11.81
2000,Summer,Humid subtropical,Tokyo,Japan,14,Female,no change,3,NA,24.2,75.6,NA,0.06,11.81
2000,Summer,Humid subtropical,Tokyo,Japan,15,Female,cooler,3,NA,23.6,74.4,NA,0.1,19.69
2000,Summer,Humid subtropical,Tokyo,Japan,14,Female,warmer,5,NA,23.6,74.4,NA,0.1,19.69
2000,Summer,Humid subtropical,Tokyo,Japan,14,Female,no change,4,NA,23.6,74.4,NA,0.1,19.69
2000,Summer,Humid subtropical,Tokyo,Japan,14,Female,no change,5,NA,23.6,74.4,NA,0.1,19.69
2000,Summer,Humid subtropical,Tokyo,Japan,14,Female,no change,4,NA,23.6,74.4,NA,0.1,19.69
2000,Summer,Humid subtropical,Tokyo,Japan,14,Female,no change,5,NA,23.6,74.4,NA,0.1,19.69
2000,Summer,Humid subtropical,Tokyo,Japan,14,Male,no change,5,NA,23.6,74.4,NA,0.1,19.69
2000,Summer,Humid subtropical,Tokyo,Japan,13,Male,cooler,2,NA,23.6,74.4,NA,0.1,19.69
2000,Summer,Humid subtropical,Tokyo,Japan,14,Male,no change,4,NA,23.6,74.4,NA,0.1,19.69
2000,Summer,Humid subtropical,Tokyo,Japan,51,Male,no change,5,NA,23.6,74.4,NA,0.1,19.69
2000,Summer,Humid subtropical,Tokyo,Japan,13,Female,no change,5,NA,23.6,74.4,NA,0.1,19.69
2000,Summer,Humid subtropical,Tokyo,Japan,14,Female,cooler,5,NA,23.6,74.4,NA,0.1,19.69
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Male,no change,3,NA,26.9,80.5,NA,NA,NA
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Male,no change,5,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Male,warmer,3,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Male,no change,3,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Male,cooler,1,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Male,cooler,4,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Male,no change,4,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Male,cooler,4,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,13,Male,cooler,1,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Male,cooler,3,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,13,Male,warmer,2,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Female,cooler,3,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Female,no change,4,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Female,no change,3,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Female,no change,3,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Female,warmer,4,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Female,cooler,3,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Male,cooler,2,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Female,cooler,3,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Female,no change,3,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Male,no change,4,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Male,no change,4,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Male,cooler,3,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Male,cooler,5,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Male,cooler,2,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Male,cooler,4,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Female,no change,5,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Female,no change,4,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Female,cooler,5,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,NA,cooler,6,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Female,cooler,3,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Female,cooler,5,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Female,no change,4,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Male,no change,4,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Male,no change,3,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,48,Male,cooler,3,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Female,no change,3,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,13,Female,no change,2,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Female,cooler,4,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Female,no change,4,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,13,Female,no change,2,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,14,Female,NA,4,NA,26.9,80.5,NA,0.27,53.15
2000,Autumn,Humid subtropical,Tokyo,Japan,13.67,Male,cooler,4,NA,26.9,80.5,NA,0.27,53.15
2011,Summer,Humid subtropical,Texas,USA,28,NA,cooler,4.5,22.2,24.3,75.8,NA,0.27,15.32
2011,Summer,Humid subtropical,Texas,USA,30,NA,cooler,5.2,24.45,25.7,78.2,NA,0.09,18.65
2011,Summer,Humid subtropical,Texas,USA,29,NA,cooler,2.5,23.74,24.6,76.3,NA,0.06,12.48
2011,Summer,Humid subtropical,Texas,USA,26,NA,cooler,2.7,24.49,26.4,79.5,NA,0.13,26.46
2011,Summer,Humid subtropical,Texas,USA,37,NA,cooler,2.2,23.9,25,77,NA,0.07,14.71
2011,Summer,Humid subtropical,Texas,USA,39,NA,cooler,2.3,24.66,26.2,79.2,NA,0.08,16.07
2011,Summer,Humid subtropical,Texas,USA,28,NA,cooler,2.8,23.41,25.1,77.2,NA,0.07,14.04
2011,Summer,Humid subtropical,Texas,USA,26,NA,cooler,4,23.22,24.3,75.7,NA,0.13,26.22
2011,Summer,Humid subtropical,Texas,USA,27,NA,cooler,4,NA,24.5,76.1,NA,0.12,22.7
2011,Summer,Humid subtropical,Texas,USA,29,NA,cooler,3,23.36,24.3,75.7,NA,0.17,34.02
2011,Summer,Humid subtropical,Texas,USA,22,NA,cooler,3,23.55,24.5,76,NA,0.14,26.77
2011,Summer,Humid subtropical,Texas,USA,31,NA,cooler,3,23.76,24.4,76,NA,0.13,25.38
2011,Summer,Humid subtropical,Texas,USA,34,NA,cooler,3,24.88,24.5,76,NA,0.12,22.68
2011,Summer,Humid subtropical,Texas,USA,29,NA,cooler,3,22.41,24.1,75.4,NA,0.21,41.98
2011,Summer,Humid subtropical,Texas,USA,32,NA,no change,5,23.73,24.2,75.5,NA,0.09,18.07
2011,Summer,Humid subtropical,Texas,USA,30,NA,warmer,4.3,23.8,23.8,74.8,NA,0.09,17.63
2011,Summer,Humid subtropical,Texas,USA,30,NA,no change,5,NA,24.3,75.7,NA,0.1,19.32
2011,Summer,Humid subtropical,Texas,USA,27,NA,warmer,2.4,NA,23.5,74.3,NA,0.09,18.6
2011,Summer,Humid subtropical,Texas,USA,24,NA,cooler,4.2,NA,23.9,75.1,NA,0.1,19.22
2011,Summer,Humid subtropical,Texas,USA,NA,NA,cooler,4.2,NA,24.4,75.9,NA,0.1,19.49
2011,Summer,Humid subtropical,Texas,USA,34,NA,warmer,2,24.31,23.8,74.9,NA,0.32,63.64
2011,Summer,Humid subtropical,Texas,USA,51,NA,warmer,4,22.03,23.7,74.7,NA,0.31,60.34
2011,Summer,Humid subtropical,Texas,USA,30,NA,no change,4,24.64,23.9,75.1,NA,0.24,47.97
2011,Summer,Humid subtropical,Texas,USA,50,NA,warmer,2,25.38,23.8,74.9,NA,0.35,69.28
2011,Summer,Humid subtropical,Texas,USA,46,NA,no change,4.5,22.05,23.8,74.9,NA,0.32,63.83
2011,Summer,Humid subtropical,Texas,USA,38,NA,warmer,2,22.2,23.8,74.8,NA,0.36,70.42
2011,Summer,Humid subtropical,Texas,USA,38,NA,no change,4.5,22.51,23.8,74.9,NA,0.33,65.24
2011,Summer,Humid subtropical,Texas,USA,39,NA,warmer,4,22.27,23.8,74.9,NA,0.32,62.06
2011,Summer,Humid subtropical,Texas,USA,28,NA,no change,5,22.69,23.9,75,NA,0.33,64.8
2011,Summer,Humid subtropical,Texas,USA,26,NA,warmer,3,25.62,23.8,74.9,NA,0.33,64.08
2011,Summer,Humid subtropical,Texas,USA,50,NA,no change,6,23.95,24.3,75.7,NA,0.09,18.56
2011,Summer,Humid subtropical,Texas,USA,42,NA,no change,6,23.64,24.4,75.8,NA,0.14,26.73
2011,Summer,Humid subtropical,Texas,USA,58,NA,no change,6,23.65,24.1,75.4,NA,0.12,24.07
2011,Summer,Humid subtropical,Texas,USA,34,NA,no change,6,23.46,23.9,75,NA,0.13,26.49
2011,Summer,Humid subtropical,Texas,USA,40,NA,no change,6,23.42,23.8,74.8,NA,0.12,23.02
2011,Summer,Humid subtropical,Texas,USA,51,NA,no change,6,26.69,24.3,75.7,NA,0.11,21.49
2011,Summer,Humid subtropical,Texas,USA,46,NA,no change,6,23.13,23.7,74.7,NA,0.11,21.67
2011,Summer,Humid subtropical,Texas,USA,36,NA,warmer,6,23.11,24.1,75.4,NA,0.14,27.43
2011,Summer,Humid subtropical,Texas,USA,51,NA,no change,6,23.82,24.3,75.7,NA,0.12,22.73
2011,Summer,Humid subtropical,Texas,USA,25,NA,no change,6,23.45,24,75.2,NA,0.12,22.68
2011,Summer,Humid subtropical,Texas,USA,35,NA,no change,6,23.56,24.1,75.4,NA,0.14,27.75
2011,Summer,Humid subtropical,Texas,USA,25,NA,cooler,4,24.12,24.1,75.3,NA,0.14,27.48
2011,Summer,Humid subtropical,Texas,USA,42,NA,cooler,3,23.44,23.8,74.8,NA,0.19,36.42
2011,Summer,Humid subtropical,Texas,USA,42,NA,cooler,3,NA,23.6,74.5,NA,0.15,28.84
2011,Summer,Humid subtropical,Texas,USA,28,NA,cooler,3,NA,23.8,74.8,NA,0.17,33.11
2011,Summer,Humid subtropical,Texas,USA,41,NA,no change,3.5,23.4,23.6,74.5,NA,0.17,32.94
2011,Summer,Humid subtropical,Texas,USA,43,NA,cooler,5,23.91,24.8,76.7,NA,0.2,40.26
2011,Summer,Humid subtropical,Texas,USA,32,NA,cooler,5,22.62,24.3,75.7,NA,0.28,55.52
2011,Summer,Humid subtropical,Texas,USA,38,NA,cooler,4,22.92,24.1,75.4,NA,0.21,42
2011,Summer,Humid subtropical,Texas,USA,48,NA,no change,5,22.76,24,75.2,NA,0.23,46
2011,Summer,Humid subtropical,Texas,USA,43,NA,cooler,4,22.43,24.6,76.4,NA,0.34,67.76
2011,Summer,Humid subtropical,Texas,USA,38,NA,no change,5,23,23.4,74,NA,0.15,30.14
2011,Summer,Humid subtropical,Texas,USA,34,NA,no change,5,23.01,23.9,75,NA,0.19,37.56
2011,Summer,Humid subtropical,Texas,USA,23,NA,cooler,3,23.65,24.7,76.4,NA,0.18,35.27
2011,Summer,Humid subtropical,Texas,USA,27,NA,no change,5,22.72,24,75.1,NA,0.21,40.48
2011,Summer,Humid subtropical,Texas,USA,43,NA,warmer,4,22.8,23.9,74.9,NA,0.16,31.96
2011,Summer,Humid subtropical,Texas,USA,31,NA,no change,5,24.33,24,75.2,NA,0.11,21.95
2011,Summer,Humid subtropical,Texas,USA,52,NA,no change,5,24.34,26.9,80.4,NA,0.08,14.85
2011,Summer,Humid subtropical,Texas,USA,38,NA,cooler,4,25.61,26,78.8,NA,0.11,21.91
2011,Summer,Humid subtropical,Texas,USA,42,NA,no change,5,27.76,25.6,78.1,NA,0.08,16.72
2011,Summer,Humid subtropical,Texas,USA,36,NA,cooler,3,23.69,24.2,75.5,NA,0.07,14.67
2011,Summer,Humid subtropical,Texas,USA,36,NA,cooler,3,23.98,25.8,78.4,NA,0.1,19.98
2011,Summer,Humid subtropical,Texas,USA,40,NA,no change,5,23.11,23.6,74.4,NA,0.06,11.94
2011,Summer,Humid subtropical,Texas,USA,46,NA,no change,6,24.09,26.3,79.4,NA,0.04,8.2
2011,Summer,Humid subtropical,Texas,USA,43,NA,no change,5,22.35,22.6,72.7,NA,0.1,19.98
2011,Summer,Humid subtropical,Texas,USA,29,NA,cooler,NA,24.33,24.9,76.9,NA,0.11,21.43
2011,Summer,Humid subtropical,Texas,USA,43,NA,no change,5,24.6,25.5,77.9,NA,0.15,29.55
2011,Summer,Humid subtropical,Texas,USA,39,NA,no change,5,24.24,25,76.9,NA,0.12,23.03
2011,Summer,Humid subtropical,Texas,USA,32,NA,warmer,3.5,28.42,24.7,76.5,NA,0.1,20.51
2011,Summer,Humid subtropical,Texas,USA,41,NA,cooler,3.5,NA,25,77,NA,0.11,21.08
2011,Summer,Humid subtropical,Texas,USA,32,NA,no change,4.5,26.02,24.6,76.3,NA,0.14,27.71
2011,Summer,Humid subtropical,Texas,USA,35,NA,no change,5,24.01,24.7,76.5,NA,0.11,21.86
2011,Summer,Humid subtropical,Texas,USA,37,NA,cooler,3,NA,24.2,75.6,NA,0.18,34.93
2011,Summer,Humid subtropical,Texas,USA,43,NA,no change,4.5,NA,24.1,75.4,NA,0.14,26.67
2011,Summer,Humid subtropical,Texas,USA,36,NA,warmer,4.5,NA,24.2,75.5,NA,0.19,38.06
2011,Summer,Humid subtropical,Texas,USA,34,NA,no change,4,21.72,23.3,74,NA,0.17,32.75
2011,Summer,Humid subtropical,Texas,USA,26,NA,no change,3.5,26.31,23.4,74.1,NA,0.11,21.69
2011,Summer,Humid subtropical,Texas,USA,31,NA,warmer,2.5,22.24,23.2,73.8,NA,0.13,25.87
2011,Summer,Humid subtropical,Texas,USA,27,NA,no change,4.5,22.86,24.1,75.4,NA,0.15,29.61
2011,Summer,Humid subtropical,Texas,USA,22,NA,no change,3.5,21.39,22.9,73.2,NA,0.26,51.15
2011,Summer,Humid subtropical,Texas,USA,39,NA,no change,3.5,21.22,23.2,73.7,NA,0.21,42.09
2011,Summer,Humid subtropical,Texas,USA,46,NA,warmer,3.5,23.31,24,75.2,NA,0.14,27.94
2011,Summer,Humid subtropical,Texas,USA,35,NA,no change,3.5,23.3,24.4,75.9,NA,0.14,26.63
2011,Summer,Humid subtropical,Texas,USA,27,NA,warmer,2.5,24.08,24.2,75.5,NA,0.14,27.16
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,33,Female,no change,NA,NA,22.5,72.5,22.2,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,32,Male,cooler,NA,NA,21,69.8,20.7,0.13,25.2
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,35,Male,cooler,NA,NA,26,78.8,25.9,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,28,Male,no change,NA,NA,23.7,74.7,23.9,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,29,Female,no change,NA,NA,22.9,73.2,22.8,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,24,Female,no change,NA,NA,23.6,74.5,23.4,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,23,Male,no change,NA,NA,24.5,76.1,24,0.07,13.39
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,27,Female,no change,NA,NA,25.1,77.2,26,0.15,30.31
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,27,Male,no change,NA,NA,23.4,74.1,23.5,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,27,Female,cooler,NA,NA,26.2,79.2,26,0.09,17.32
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,42,Male,cooler,NA,NA,30.3,86.5,26.7,0.57,111.81
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,41,Female,cooler,NA,NA,23.4,74.1,23.1,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,33,Male,cooler,NA,NA,26,78.8,25.5,0.6,117.72
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,26,Male,no change,NA,NA,25.7,78.3,25.8,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,32,Female,cooler,NA,NA,27,80.6,26.7,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,47,Female,no change,NA,NA,23.4,74.1,23.3,0,0.39
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,37,Male,cooler,NA,NA,26.5,79.7,25.6,1.21,238.19
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,29,Female,cooler,NA,NA,25,77,25.2,0.01,1.18
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,34,Male,warmer,NA,NA,23.2,73.8,23.3,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,37,Female,no change,NA,NA,23.1,73.6,23.1,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,31,Female,no change,NA,NA,24.5,76.1,25.4,0.1,18.9
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,41,Female,no change,NA,NA,24.4,75.9,24.2,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,37,Male,cooler,NA,NA,22.8,73,22.7,0.11,22.05
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,41,Male,no change,NA,NA,23.6,74.5,23.5,0.14,26.97
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,25,Female,no change,NA,NA,26,78.8,26.3,0.58,113.19
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,26,Male,cooler,NA,NA,22,71.6,22.2,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,39,Female,no change,NA,NA,23.7,74.7,23.6,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,38,Male,no change,NA,NA,27,80.6,25.9,0.49,96.65
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,42,Female,cooler,NA,NA,25.9,78.6,25.9,0.21,41.14
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,37,Female,no change,NA,NA,23.1,73.6,23.2,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,27,Male,no change,NA,NA,26,78.8,26.2,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,30,Male,cooler,NA,NA,25.8,78.4,26.4,0.07,13.39
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,37,Female,no change,NA,NA,25.4,77.7,25.5,0.01,1.77
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,24,Female,cooler,NA,NA,24.5,76.1,24.5,0,0.79
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,43,Female,no change,NA,NA,23,73.4,23,0,0.79
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,39,Female,warmer,NA,NA,23,73.4,23,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,30,Female,no change,NA,NA,21.9,71.4,22.1,0.01,2.36
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,32,Male,cooler,NA,NA,27.6,81.7,26,0.35,68.9
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,34,Male,no change,NA,NA,24.7,76.5,24.6,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,27,Female,cooler,NA,NA,24.3,75.7,24.4,0.05,10.04
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,36,Female,no change,NA,NA,24.4,75.9,24.6,0,0.79
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,33,Male,cooler,NA,NA,22.8,73,22.9,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,38,Male,cooler,NA,NA,26,78.8,26.6,0.34,67.52
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,36,Male,cooler,NA,NA,23.3,73.9,23.6,0.07,13.78
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,36,Female,no change,NA,NA,25.9,78.6,25.8,0.25,49.61
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,28,Female,cooler,NA,NA,25.1,77.2,24.6,0.34,66.34
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,43,Female,no change,NA,NA,23.8,74.8,23.7,0.1,18.9
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,38,Male,cooler,NA,NA,25.1,77.2,23.7,0.52,102.95
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,25,Female,warmer,NA,NA,24.3,75.7,24.2,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,20,Male,no change,NA,NA,23.2,73.8,23.3,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,43,Male,cooler,NA,NA,25.4,77.7,25.7,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,39,Female,no change,NA,NA,22.7,72.9,22.8,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,32,Female,no change,NA,NA,25.3,77.5,25.6,0.01,1.38
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,38,Female,no change,NA,NA,22.9,73.2,23.1,0,0.79
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,40,Female,cooler,NA,NA,23.1,73.6,23.3,0.04,8.07
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,37,Female,no change,NA,NA,23.8,74.8,23.8,0.07,13.78
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,36,Male,cooler,NA,NA,22.4,72.3,22.6,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,NA,Female,warmer,NA,NA,23.4,74.1,23.2,0.13,24.61
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,40,Male,no change,NA,NA,26.4,79.5,26.4,0,0.2
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,27,Male,cooler,NA,NA,21.6,70.9,22.4,0.36,71.65
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,33,Male,no change,NA,NA,22.9,73.2,23,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,42,Female,no change,NA,NA,24.3,75.7,23.9,0.13,25.59
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,33,Male,cooler,NA,NA,26.8,80.2,27.1,0.04,8.07
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,25,Male,no change,NA,NA,25.5,77.9,25.7,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,31,Male,cooler,NA,NA,25.4,77.7,25.6,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,28,Female,no change,NA,NA,24.2,75.6,24.2,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,36,Male,cooler,NA,NA,26.8,80.2,27,0.05,9.25
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,32,Female,no change,NA,NA,24.5,76.1,24.2,0.06,12.01
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,32,Female,no change,NA,NA,26.1,79,26,0,0.39
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,45,Female,warmer,NA,NA,24.3,75.7,24.2,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,37,Male,cooler,NA,NA,23.8,74.8,23.9,0.12,24.21
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,33,Female,no change,NA,NA,24.2,75.6,24,0.01,0.98
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,35,Male,no change,NA,NA,23.6,74.5,23.6,0.55,107.68
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,47,Male,cooler,NA,NA,24.1,75.4,24.2,0,0.79
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,37,Female,no change,NA,NA,23.4,74.1,23.5,0,0.79
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,42,Female,no change,NA,NA,24.2,75.6,24.2,0.04,7.87
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,39,Female,cooler,NA,NA,23,73.4,23.1,0.07,14.37
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,27,Female,no change,NA,NA,24.4,75.9,23.4,0.58,114.96
2003,Summer,Warm-summer Mediterranean,Berkeley,USA,36,Female,no change,NA,NA,24.3,75.7,24.4,0,0.79
