season,climate,country,coolingStrategy,thermalPreference,thermalComfort,indoorTemperature
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.7
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.3
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,20.9
Winter,Cool-summer mediterranean,USA,Air Conditioned,warmer,5,21.7
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.8
Winter,Cool-summer mediterranean,USA,Air Conditioned,cooler,4,21.5
Winter,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,20.7
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,21.7
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.5
Winter,Cool-summer mediterranean,USA,Air Conditioned,warmer,3,21.9
Winter,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,19.8
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,19.2
Winter,Cool-summer mediterranean,USA,Air Conditioned,cooler,4,19.2
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,4,21
Winter,Cool-summer mediterranean,USA,Air Conditioned,cooler,5,20.8
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.4
Winter,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,21.4
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,4,21.5
Winter,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,21.5
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.7
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.2
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,21.9
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.1
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,4,22.4
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,4,22.1
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.2
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.4
Winter,Cool-summer mediterranean,USA,Air Conditioned,warmer,1,22.4
Winter,Cool-summer mediterranean,USA,Air Conditioned,warmer,3,21.8
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,3,21.5
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.4
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.4
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,4,22.2
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,4,21.8
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.2
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.4
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.9
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.8
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.8
Winter,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,20.4
Winter,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,20.8
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.4
Winter,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,21.3
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.3
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.6
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,20.8
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.8
Winter,Cool-summer mediterranean,USA,Air Conditioned,cooler,4,22.3
Winter,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,21.7
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,3,22.5
Winter,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,21.5
Winter,Cool-summer mediterranean,USA,Air Conditioned,warmer,3,22
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.4
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.4
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,21.2
Winter,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,21.2
Winter,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,21.4
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.2
Winter,Cool-summer mediterranean,USA,Air Conditioned,warmer,5,21.8
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,4,20.8
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,4,21.8
Winter,Cool-summer mediterranean,USA,Air Conditioned,cooler,5,22.1
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.6
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,4,21.8
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,21.8
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,21.3
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.8
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.4
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,21.3
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,4,21.2
Winter,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,21.1
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.9
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,21.3
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,21.6
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,20.9
Winter,Cool-summer mediterranean,USA,Air Conditioned,no change,6,21.2
Winter,Cool-summer mediterranean,USA,Air Conditioned,warmer,5,21.8
Winter,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,22.7
Winter,Cool-summer mediterranean,USA,Air Conditioned,cooler,5,21.4
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,4,21
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,4,21.3
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,2,21.7
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,3,21.7
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,20.9
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,21.8
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.7
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.7
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.6
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.2
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.1
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,21.2
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.3
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,3,21.6
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.4
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,5,21.6
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,5,22.2
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,20.5
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,4,21.2
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,21.8
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,4,20.8
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,4,21.5
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,2,21.9
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,6,22.3
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,22.1
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.3
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,21.3
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,21.9
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.5
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,4,22.8
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.2
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,5,23
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,23
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,3,22.6
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,23.3
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,4,23.1
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,23.1
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,22.6
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.8
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,22.9
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,5,21.6
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.7
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,5,21.4
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,4,22.8
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,3,22.8
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.8
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.6
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,21.7
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,3,22.8
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,23.1
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,5,22.8
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,3,23.2
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,23.3
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.3
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,4,22.6
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.7
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.6
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,4,22.3
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,3,21.7
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,21.5
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,2,21.6
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,23
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,20.6
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.2
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,4,21.3
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.8
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.6
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,20.4
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,4,21.2
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.2
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.3
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.3
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.4
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.4
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.4
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.5
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.4
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.2
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,4,22.4
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,21
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,21.4
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.1
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,22.1
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.4
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,3,22.9
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,3,22.7
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.6
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.7
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.8
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,3,22.8
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,23.2
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.3
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,3,22.5
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.7
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.1
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.9
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,5,22.1
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,5,21.4
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.2
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,4,21.9
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,3,22.2
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,3,22.6
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,5,21.9
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.5
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,5,22
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.5
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,4,21.8
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.9
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.2
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,22.5
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.7
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,20.5
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.2
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,21.2
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,20.3
Spring,Cool-summer mediterranean,USA,Air Conditioned,cooler,5,21.4
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,5,21.3
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.7
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.7
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,5,21.8
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,4,22.1
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,3,22.3
Spring,Cool-summer mediterranean,USA,Air Conditioned,warmer,3,22.8
Spring,Cool-summer mediterranean,USA,Air Conditioned,no change,6,22.8
Autumn,Hot semi-arid,Australia,Air Conditioned,cooler,5,23.4
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,6,23.3
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,6,22.9
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,5,22.2
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,5,22.4
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,6,22.5
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,5,22.7
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,5,21.6
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,6,21.4
Autumn,Hot semi-arid,Australia,Air Conditioned,cooler,3,21.7
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,6,21.2
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,6,21.5
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,5,22.2
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,4,21
Autumn,Hot semi-arid,Australia,Air Conditioned,warmer,5,20.9
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,5,23.2
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,5,23.7
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,5,23.4
Autumn,Hot semi-arid,Australia,Air Conditioned,cooler,3,23.7
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,5,23.7
Autumn,Hot semi-arid,Australia,Air Conditioned,warmer,3,23.8
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,5,23.7
Autumn,Hot semi-arid,Australia,Air Conditioned,warmer,3,23.6
Autumn,Hot semi-arid,Australia,Air Conditioned,cooler,3,23.4
Autumn,Hot semi-arid,Australia,Air Conditioned,cooler,3,23.5
Autumn,Hot semi-arid,Australia,Air Conditioned,cooler,3,23.7
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,5,23.6
Autumn,Hot semi-arid,Australia,Air Conditioned,cooler,4,23.3
Autumn,Hot semi-arid,Australia,Air Conditioned,cooler,2,23.4
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,6,22.4
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,5,22.6
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,5,23.1
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,5,22.7
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,6,22.5
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,3,22.4
Autumn,Hot semi-arid,Australia,Air Conditioned,cooler,3,23.1
Autumn,Hot semi-arid,Australia,Air Conditioned,warmer,5,21.3
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,6,21
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,5,21.4
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,5,21.4
Autumn,Hot semi-arid,Australia,Air Conditioned,warmer,4,21.6
Autumn,Hot semi-arid,Australia,Air Conditioned,cooler,5,21.8
Autumn,Hot semi-arid,Australia,Air Conditioned,cooler,4,21.7
Autumn,Hot semi-arid,Australia,Air Conditioned,cooler,3,22.7
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,5,22.6
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,5,23.5
Autumn,Hot semi-arid,Australia,Air Conditioned,cooler,3,23
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,6,23.4
Autumn,Hot semi-arid,Australia,Air Conditioned,no change,6,21.1
Autumn,Hot semi-arid,Australia,Air Conditioned,warmer,3,21.6
